0,051;0,307
0,804;0,304
0,876;0,816
0,73;0,44
0,132;0,36
0,594;0,192
0,856;0,468
0,329;0,617
0,9;0,541
0,695;0,836
0,752;0,89
0,304;0,548
0,9;0,283
0,647;0,038
0,447;0,798
0,161;0,705
0,764;0,391
0,696;0,402
0,911;0,179
0,209;0,852
0,745;0,898
0,328;0,811
0,109;0,507
0,498;0,875
0,231;0,907
0,328;0,62
0,897;0,143
0,596;0,926
0,899;0,782
0,633;0,578
0,909;0,018
0,322;0,184
0;0,115
0,726;0,946
0,069;0,799
0,364;0,024
0,785;0,789
0,169;0,255
0,133;0,866
0,033;0,104
0,301;0,429
0,73;0,417
0,493;0,036
0,276;0,081
0,675;0,813
0,239;0,984
0,055;0,635
0,057;0,945
0,065;0,008
0,394;0,069
0,378;0,683
0,922;0,436
0,206;0,803
0,125;0,771
0,066;0,696
0,48;0,008
0,943;0,057
0,689;0,977
0,594;0,626
0,677;0,251
0,781;0,985
0,993;0,548
0,882;0,082
0,967;0,386
0,011;0,691
0,165;0,398
0,759;0,137
0,442;0,887
0,462;0,329
0,212;0,933
0,213;0,292
0,49;0,091
0,729;0,823
0,42;0,566
0,155;0,632
0,686;0,501
0,666;0,915
0,605;0,073
0,776;0,545
0,424;0,962
0,608;0,958
0,838;0,934
0,627;0,022
0,166;0,339
0,66;0,76
0,805;0,886
0,042;0,999
0,978;0,093
0,906;0,297
0,014;0,574
0,736;0,665
0,563;0,775
0,147;0,337
0,298;0,869
0,482;0,637
0,623;0,943
0,419;0,46
0,356;0,372
0,718;0,352
0,349;0,709
0,409;0,709
0,3;0,997
0,622;0,162
0,273;0,008
0,334;0,947
0,582;0,447
0,512;0,102
0,481;0,019
0,48;0,262
0,333;0,613
0,744;0,796
0,476;0,903
0,461;0,049
0,366;0,818
0,833;0,795
0,725;0,886
0,275;0,298
0,37;0,576
0,011;0,671
0,175;0,182
0,369;0,642
0,718;0,537
0,327;0,356
0,876;0,001
0,923;0,211
0,136;0,55
0,172;0,356
0,493;0,831
0,124;0,788
0,411;0,193
0,602;0,71
0,845;0,423
0,998;0,537
0,165;0,886
0,495;0,93
0,759;0,51
0,4;0,974
0,449;0,851
0,168;0,85
0,225;0,269
0,81;0,828
0,203;0,088
0,002;0,145
0,637;0,335
0,304;0,251
0,609;0,422
0,577;0,407
0,456;0,51
0,747;0,731
0,514;0,369
0,261;0,831
0,746;0,743
0,792;0,138
0,552;0,857
0,854;0,332
0,811;0,149
0,218;0,358
0,191;0,794
0,406;0,099
0,104;0,147
0,162;0,358
0,055;0,581
0,705;0,368
0,091;0,376
0,104;0,651
0,096;0,057
0,752;0,921
0,434;0,211
0,069;0,129
0,333;0,041
0,592;0,11
0,712;0,873
0,189;0,192
0,184;0,393
0,887;0,018
0,642;0,814
0,532;0,226
0,184;0,017
0,855;0,475
0,308;0,678
0,075;0,429
0,065;0,144
0,669;0,806
0,072;0,505
0,244;0,581
0,206;0,735
0,138;0,368
0,437;0,092
0,141;0,097
0,105;0,438
0,515;0,691
0,816;0,078
0,619;0,002
0,137;0,012
0,34;0,76
0,802;0,458
0,65;0,76
0,621;0,133
0,532;0,131
0,286;0,716
0,301;0,297
0,5;0,961
0,294;0,234
0,747;0,534
0,478;0,982
0,328;0,497
0,442;0,644
0,748;0,196
0,955;0,459
0,462;0,82
0,17;0,552
0,847;0,833
0,49;0,895
0,421;0,788
0,743;0,658
0,726;0,093
0,872;0,975
0,586;0,504
0,202;0,933
0,233;0,088
0,261;0,844
0,626;0,744
0,335;0,469
0,823;0,751
0,051;0,88
0,736;0,857
0,307;0,961
0,735;0,515
0,304;0,934
0,468;0,453
0,742;0,029
0,813;0,895
0,824;0,49
0,943;0,738
0,974;0,593
0,672;0,666
0,475;0,826
0,322;0,54
0,197;0,055
0,787;0,5
0,749;0,524
0,84;0,604
0,704;0,598
0,984;0,181
0,967;0,951
0,246;0,233
0,097;0,904
0,945;0,435
0,876;0,005
0,428;0,64
0,236;0,121
0,997;0,648
0,444;0,611
0,513;0,208
0,929;0,894
0,921;0,391
0,426;0,619
0,463;0,911
0,615;0,334
0,039;0,849
0,862;0,813
0,121;0,089
0,963;0,432
0,049;0,977
0,525;0,856
0,662;0,131
0,56;0,571
0,525;0,489
0,541;0,472
0,713;0,638
0,729;0,606
0,425;0,19
0,322;0,464
0,388;0,638
0,469;0,914
0,534;0,809
0,682;0,65
0,102;0,954
0,562;0,739
0,862;0,331
0,177;0,547
0,347;0,762
0,54;0,467
0,812;0,755
0,066;0,126
0,097;0,983
0,824;0,703
0,465;0,747
0,823;0,652
0,301;0,511
0,218;0,109
0,779;0,918
0,737;0,52
0,384;0,633
0,17;0,107
0,397;0,924
0,854;0,962
0,203;0,7
0,88;0,129
0,174;0,517
0,107;0,346
0,048;0,174
0,25;0,284
0,302;0,984
0,825;0,661
0,752;0,564
0,398;0,341
0,38;0,546
0,071;0,269
0,786;0,475
0,831;0,885
0,288;0,455
0,731;0,562
0,181;0,944
0,211;0,857
0,512;0,476
0,414;0,995
0,171;0,201
0,955;0,972
0,471;0,799
0,572;0,741
0,72;0,246
0,772;0,189
0,139;0,403
0,963;0,12
0,064;0,599
0,114;0,939
0,549;0,625
0,91;0,614
0,565;0,385
0,386;0,241
0,155;0,96
0,214;0,369
0,428;0,592
0,904;0,52
0,643;0,982
0,869;0,456
0,599;0,539
0,959;0,746
0,384;0,766
0,196;0,925
0,792;0,157
0,859;0,589
0,754;0,588
0,501;0,542
0,244;0,076
0,411;0,438
0,985;0,144
0,339;0,85
0,673;0,733
0,45;0,001
0,053;0,575
0,903;0,028
0,275;0,038
0,008;0,225
0,552;0,254
0,43;0,781
0,341;0,508
0,691;0,276
0,21;0,399
0,682;0,168
0,965;0,999
0,461;0,474
0,741;0,365
0,332;0,237
0,169;0,21
0,654;0,964
0,771;0,745
0,662;0,83
0,279;0,34
0,671;0,865
0,053;0,507
0,617;0,415
0,436;0,698
0,482;0,691
0,262;0,037
0,093;0,07
0,208;0,28
0,393;0,037
0,962;0,881
0,23;0,849
0,449;0,606
0,357;0,41
0,899;0,144
0,119;0,166
0,025;0,789
0,326;0,563
0,285;0,407
0,952;0,36
0,843;0,887
0,475;0,506
0,313;0,58
0,243;0,65
0,435;0,458
0,176;0,14
0,468;0,791
0,3;0,26
0,387;0,948
0,227;0,453
0,496;0,28
0,294;0,454
0,97;0,229
0,892;0,137
0,447;0,323
0,973;0,903
0,154;0,22
0,312;0,978
0,46;0,888
0,561;0,075
0,656;0,502
0,511;0,15
0,611;0,868
0,074;0,915
0,76;0,584
0,801;0,676
0,555;0,147
0,89;0,584
0,474;0,006
0,301;0,466
0,608;0,036
0,043;0,374
0,258;0,742
0,255;0,9
0,908;0,368
0,019;0,036
0,624;0,304
0,981;0,666
0,485;0,435
0,984;0,126
0,129;0,017
0,645;0,211
0,994;0,469
0,717;0,364
0,037;0,596
0,082;0,589
0,402;0,22
0,025;0,308
0,832;0,476
0,291;0,842
0,24;0,868
0,022;0,836
0,963;0,042
0,831;0,328
0,225;0,181
0,592;0,252
0,505;0,69
0,438;0,374
0,709;0,471
0,177;0,196
0,655;0,638
0,787;0,112
0,966;0,468
0,543;0,572
0,581;0,564
0,27;0,956
0,862;0,308
0,048;0,016
0,915;0,201
0,965;0,675
0,158;0,008
0,104;0,97
0,272;0,5
0,488;0,11
0,15;0,287
0,085;0,388
0,074;0,617
0,29;0,829
0,029;0,816
0,114;0,611
0,485;0,198
0,869;0,677
0,431;0,898
0,194;0,58
0,546;0,814
0,657;0,038
0,23;0,923
0,157;0,105
0,371;0,198
0,759;0,133
0,689;0,19
0,943;0,507
0,289;0,903
0,875;0,703
0,666;0,42
0,276;0,128
0,301;0,467
0,214;0,347
0,194;0,257
0,188;0,711
0,238;0,206
0,311;0,95
0,919;0,839
0,96;0,329
0,078;0,511
0,388;0,86
0,028;0,205
0,755;0,084
0,785;0,301
0,33;0,001
0,496;0,534
0,901;0,35
0,419;0,414
0,886;0,514
0,247;0,861
0,363;0,683
0,148;0,268
0,601;0,655
0,246;0,433
0,15;0,104
0,658;0,539
0,459;0,341
0,291;0,268
0,889;0,36
0,694;0,247
0,779;0,515
0,633;0,634
0,756;0,152
0,042;0,892
0,907;0,743
0,56;0,684
0,755;0,573
0,323;0,84
0,743;0,343
0,564;0,487
0,797;0,641
0,197;0,47
0,008;0,655
0,308;0,197
0,752;0,299
0,865;0,209
0,863;0,367
0,831;0,026
0,942;0,076
0,023;0,185
0,904;0,671
0,186;0,146
0,516;0,846
0,798;0,464
0,422;0,832
0,802;0,561
0,35;0,234
0,494;0,346
0,73;0,113
0,682;0,203
0,876;0,051
0,394;0,335
0,325;0,302
0,473;0,115
0,29;0,653
0,604;0,7
0,386;0,58
0,484;0,123
0,952;0,325
0,78;0,794
0,499;0,534
0,998;0,245
0,805;0,561
0,939;0,64
0,68;0,053
0,533;0,97
0,235;0,493
0,792;0,03
0,509;0,434
0,063;0,966
0,614;0,076
0,975;0,012
0,292;0,939
0,822;0,311
0,014;0,438
0,779;0,779
0,067;0,107
0,75;0,801
0,9;0,671
0,889;0,157
0,686;0,621
0,789;0,902
0,533;0,815
0,765;0,497
0,537;0,064
0,883;0,038
0,264;0,012
0,743;0,917
0,806;0,643
0,528;0,102
0,21;0,12
0,294;0,508
0,865;0,348
0,984;0,039
0,186;0,333
0,384;0,561
0,343;0,289
0,317;0,511
0,319;0,619
0,56;0,787
0,419;0,983
0,044;0,835
0,503;0,315
0,058;0,355
0,912;0,542
0,512;0,006
0,863;0,332
0,551;0,656
0,685;0,324
0,418;0,036
0,83;0,696
0,846;0,349
0,379;0,943
0,375;0,991
0,914;0,252
0,589;0,528
0,585;0,577
0,867;0,533
0,336;0,454
0,589;0,797
0,934;0,092
0,823;0,882
0,921;0,575
0,906;0,791
0,476;0,863
0,131;0,241
0,119;0,404
0,835;0,676
0,268;0,86
0,376;0,432
0,22;0,242
0,237;0,362
0,045;0,774
0,289;0,394
0,586;0,93
0,936;0,574
0,797;0,361
0,173;0,515
0,315;0,216
0,183;0,149
0,185;0,082
0,503;1
0,53;0,59
0,328;0,346
0,596;1
0,389;0,476
0,996;0,471
0,864;0,663
0,807;0,735
0,169;0,842
0,947;0,875
0,482;0,027
0,021;0,629
0,129;0,468
0,116;0,658
0,515;0,878
0,436;0,126
0,069;0,778
0,067;0,37
0,713;0,443
0,693;0,507
0,887;0,244
0,19;0,969
0,266;0,48
0,061;0,566
0,878;0,096
0,786;0,034
0,363;0,565
0,697;0,338
0,199;0,798
0,639;0,806
0,337;0,196
0,33;0,864
0,259;0,272
0,441;0,328
0,376;0,498
0,615;0,703
0,479;0,87
0,046;0,327
0,645;0,633
0,778;0,375
0,812;0,704
0,752;0,738
0,484;0,076
0,935;0,848
0,531;0,805
0,779;0,899
0,656;0,723
0,834;0,297
0,796;0,524
0,001;0,717
0,559;0,214
0,578;0,913
0,608;0,018
0,04;0,055
0,082;0,09
0,969;0,312
0,312;0,93
0,66;0,092
0,411;0,875
0,485;0,426
0,744;0,875
0,133;0,525
0,947;0,126
0,584;0,696
0,949;0,627
0,407;0,37
0,313;0,01
0,644;0,965
0,214;0,388
0,698;0,425
0,864;0,467
0,535;0,268
0,736;0,546
0,715;0,391
0,072;0,783
0,878;0,319
0,044;0,46
0,459;0,962
0,501;0,876
0,009;0,596
0,159;0,941
0,662;0,639
0,722;0,319
0,198;0,213
0,758;0,264
0,822;0,178
0,595;0,913
0,552;0,836
0,229;0,011
0,815;0,018
0,116;0,294
0,712;0,928
0,792;0,846
0,445;0,117
0,55;0,974
0,894;0,967
0,776;0,314
0,316;0,867
0,733;0,114
0,707;0,527
0,455;0,812
0,771;0,357
0,277;0,533
0,979;0,056
0,033;0,497
0,965;0,889
0,469;0,569
0,488;0,039
0,205;0,77
0,447;0,904
0,233;0,429
0,094;0,084
0,973;0,978
0,827;0,106
0,386;0,826
0,502;0,603
0,115;0,138
0,723;0,309
0,422;0,319
0,317;0,319
0,282;0,715
0,384;0,457
0,887;0,622
0,308;0,718
0,771;0,857
0,834;0,268
0,714;0,51
0,989;0,569
0,169;0,44
0,082;0,249
0,13;0,583
0,413;0,057
0,865;0,237
0,83;0,814
0,42;0,032
0,352;0,912
0,609;0,978
0,068;0,732
0,084;0,676
0,632;0,927
0,384;0,801
0,565;0,554
0,971;0,449
0,394;0,998
0,935;0,308
0,564;0,383
0,751;0,743
0,295;0,829
0,885;0,501
0,326;0,485
0,802;0,027
0,172;0,386
0,571;0,355
0,604;0,264
0,61;0,134
0,293;0,229
0,411;0,101
0,759;0,838
0,99;0,657
0,606;0,935
0,371;0,213
0,777;0,538
0,287;0,316
0,274;0,771
0,726;0,53
0,915;0,234
0,896;0,901
0,834;0,574
0,578;0,572
0,242;0,595
0,001;0,857
0,158;0,294
0,931;0,323
0,428;0,205
0,184;0,061
0,535;0,528
0,328;0,129
0,318;0,784
0,894;0,393
0,117;0,837
0,431;0,106
0,654;0,582
0,292;0,741
0,83;0,331
0,638;0,857
0,833;0,975
0,188;0,521
0,716;0,216
0,814;0,791
0,99;0,113
0,6;0,09
0,074;0,093
0,047;0,66
0,129;0,365
0,842;0,394
0,048;0,24
0,598;0,483
0,887;0,58
0,38;0,413
0,468;0,653
0,141;0,895
0,241;0,506
0,252;0,09
0,244;0,99
0,497;0,39
0,038;0,987
0,952;0,429
0,825;0,471
0,613;0,283
0,436;0,292
0,203;0,718
0,515;0,574
0,554;0,484
0,928;0,054
0,099;0,632
0,949;0,528
0,371;0,938
0,076;0,962
0,999;0,46
0,446;0,952
0,813;0,041
0,664;0,291
0,548;0,083
0,193;0,385
0,218;0,767
0,861;0,017
0,137;0,777
0,337;0,417
0,485;0,385
0,09;0,278
0,535;0,54
0,714;0,21
0,218;0,987
0,607;0,416
0,387;0,193
0,597;0,623
0,762;0,726
0,173;0,522
0,522;0,824
0,986;0,346
0,28;0,813
0,597;0,232
0,893;0,871
0,635;0,188
0,989;0,505
0,527;0,929
0,925;0,084
0,461;0,226
0,266;0,106
0,759;0,484
0,622;0,296
0,977;0,553
0,991;0,522
0,861;0,324
0,131;0,868
0,227;0,599
0,094;0,399
0,471;0,37
0,974;0,738
0,729;0,679
0,853;0,176
0,343;0,606
0,836;0,518
0,558;0,33
0,83;0,671
0,891;0,675
0,006;0,798
0,945;0,514
0,33;0,604
0,92;0,916
0,941;0,574
0,339;0,316
0,282;0,276
0,55;0,97
0,519;0,143
0,253;0,102
0,766;0,982
0,617;0,969
0,334;0,918
0,12;0,428
0,238;0,214
0,265;0,388
0,804;0,349
0,046;0,401
0,959;0,785
0,466;0,561
0,24;0,68
0,359;0,593
0,425;0,122
0,73;0,65
0,584;0,459
0,018;0,456
0,117;0,025
0,708;0,365
0,89;0,239
0,296;0,037
0,055;0,686
0,398;0,427
0,202;0,248
0,204;0,541
0,039;0,267
0,265;0,237
0,156;0,959
0,74;0,339
0,386;0,769
0,349;0,217
0,012;0,032
0,575;0,811
0,244;0,198
0,759;0,717
0,894;0,288
0,378;0,798
0,569;0,844
0,829;0,015
0,253;0,519
0,688;0,105
0,162;0,969
0,266;0,352
0,702;0,063
0,122;0,692
0,632;0,723
0,171;0,278
0,603;0,166
0,134;0,605
0,416;0,33
0,108;0,135
0,712;0,146
0,348;0,052
0,058;0,88
0,848;0,107
0,81;0,695
0,522;0,751
0,309;0,216
0,999;0,851
0,955;0,26
0,178;0,094
0,286;0,831
0,189;0,931
0,88;0,395
0,186;0,216
0,292;0,444
0,427;0,026
0,455;0,517
0,666;0,478
0,927;0,719
0,998;0,576
0,055;0,737
0,389;0,526
0,308;0,914
0,628;0,014
0,568;0,815
0,728;0,421
0,101;0,833
0,142;0,209
0,797;0,366
0,802;0,525
0,117;0,205
0,726;0,01
0,645;0,85
0,749;0,631
0,04;0,108
0,222;0,839
0,967;0,513
0,375;0,035
0,486;0,45
0,685;0,146
0,146;0,971
0,039;0,522
0,784;0,573
0,445;0,665
0,543;0,468
0,603;0,383
0,19;0,449
0,165;0,141
0,983;0,158
0,747;0,981
0,456;0,249
0,675;0,785
0,781;0,609
0,528;0,879
0,853;0,471
0,995;0,069
0,282;0,758
0,677;0,293
0,834;0,796
0,943;0,894
0,469;0,584
0,706;0,875
0,569;0,544
0,318;0,054
0,75;0,463
0,434;0,934
0,803;0,76
0,338;0,261
0,775;0,706
0,87;0,104
0,029;0,536
0,546;0,601
0,449;0,273
0,467;0,295
0,778;0,025
0,167;0,288
0,431;0,212
0,463;0,763
0,245;0,17
0,74;0,946
0,096;0,64
0,507;0,124
0,523;0,184
0,438;0,04
0,802;0,371
0,603;0,789
0,578;0,642
0,961;0,906
0,771;0,868
0,77;0,484
0,359;0,374
0,981;0,52
0,692;0,213
0,833;0,446
0,684;0,869
0,853;0,68
0,63;0,92
0,375;0,896
0,047;0,921
0,159;0,469
0,869;0,307
0,248;0,632
0,553;0,509
0,591;0,154
0,499;0,784
0,994;0,157
0,848;0,177
0,185;0,735
0,831;0,644
0,356;0,393
0,277;0,555
0,279;0,242
0,46;0,787
0,015;0,788
0,557;0,67
0,014;0,93
0,057;0,346
0,417;0,57
0,949;0,141
0,203;0,204
0,319;0,237
0,841;0,5
0,998;0,819
0,949;0,107
0,706;0,574
0,327;0,582
0,019;0,152
0,976;0,581
0,521;0,587
0,91;0,243
0,013;0,811
0,937;0,589
0,193;0,273
0,285;0,71
0,809;0,386
0,794;0,206
0,577;0,516
0,627;0,726
0,674;0,484
0,585;0,954
0,362;0,4
0,327;0,173
0,883;0,203
0,426;0,264
0,774;0,628
0,585;0,516
0,985;0,134
0,848;0,476
0,352;0,871
0,72;0,755
0,655;0,362
0,564;0,933
0,618;0,367
0,391;0,034
0,126;0,108
0,772;0,6
0,595;0,252
0,503;0,358
0,215;0,314
0,799;0,471
0,431;0,149
0,565;0,118
0,468;0,223
0,477;0,942
0,413;0,232
0,818;0,975
0,566;0,422
0,863;0,962
0,537;0,521
0,553;0,024
0,631;0,365
0,521;0,26
0,443;0,995
0,118;0,39
0,482;0,557
0,345;0,407
0,832;0,309
0,196;0,049
0,501;0,543
0,544;0,058
0,768;0,531
0,478;0,041
0,715;0,326
0,149;0,756
0,175;0,157
0,415;0,034
0,604;0,731
0,976;0,926
0,039;0,989
0,965;0,414
0,866;0,388
0,832;0,952
0,516;0,958
0,267;0,359
0,128;0,78
0,191;0,006
0,135;0,315
0,019;0,708
0,143;0,581
0,767;0,547
0,942;0,629
0,373;0,143
0,805;0,461
0,725;0,207
0,818;0,124
0,453;0,537
0,443;0,797
0,015;0,24
0,363;0,974
0,864;0,044
0,32;0,421
0,692;0,341
0,096;0,405
0,803;0,973
0,447;0,699
0,531;0,543
0,664;0,15
0,297;0,512
0,129;0,362
0,862;0,321
0,503;0,16
0,005;0,391
0,45;0,292
0,187;0,911
0,305;0,861
0,122;0,218
0,9;0,241
0,258;0,075
0,486;0,376
0,219;0,82
0,194;0,987
0,317;0,059
0,836;0,305
0,416;0,729
0,849;0,949
0,596;0,254
0,677;0,73
0,443;0,539
0,755;0,014
0,306;0,254
0,571;0,803
0,488;0,917
0,833;0,224
0,213;0,676
0,498;0,369
0,996;0,256
0,57;0,264
0,003;0,273
0,437;0,126
0,387;0,652
0,01;0,35
0,937;0,634
0,689;0,904
0,822;0,515
0,601;0,31
0,047;0,387
0,194;0,659
0,651;0,943
0,619;0,311
0,165;0,652
0,39;0,658
0,678;0,263
0,749;0,568
0,025;0,341
0,001;0,493
0,996;0,178
0,68;0,675
0,183;0,631
0,584;0,201
0,199;0,825
0,794;0,381
0,384;0,517
0,432;0,668
0,755;0,035
0,641;0,45
0,263;0,229
0,804;0,622
0,297;0,444
0,068;0,718
0,747;0,157
0,697;0,406
0,605;0,026
0,327;0,536
0,067;0,584
0,299;0,902
0,921;0,373
0,062;0,871
0,728;0,321
0,338;0,443
0,534;0,706
0,079;0,775
0,314;0,365
0,704;0,837
0,051;0,547
0,385;0,338
0,649;0,309
0,153;0,252
0,337;0,922
0,013;0,554
0,534;0,994
0,03;0,886
0,166;0,028
0,379;0,024
0,671;0,595
0,736;0,571
0,571;0,643
0,994;0,265
0,419;0,203
0,573;0,638
0,612;0,02
0,063;0,852
0,828;0,631
0,952;0,386
0,956;0,257
0,83;0,155
0,624;0,185
0,144;0,369
0,678;0,382
0,788;0,101
0,888;0,319
0,258;0,117
0,995;0,13
0,074;0,381
0,028;0,591
0,6;0,599
0,731;0,893
0,684;0,138
0,737;0,014
0,016;0,523
0,114;0,385
0,604;0,76
0,184;0,956
0,664;0,338
0,536;0,711
0,992;0,077
0,786;0,874
0,795;0,301
0,839;0,072
0,864;0,134
0,095;0,632
0,176;0,719
0,016;0,016
0,655;0,908
0,603;0,973
0,458;0,649
0,958;0,71
0,151;0,16
0,044;0,173
0,182;0,676
0,745;0,882
0,196;0,288
0,311;0,211
0,287;0,908
0,828;0,688
0,551;0,875
0,242;0,627
0,977;0,436
0,3;0,308
0,718;0,896
0,299;0,79
0,756;0,027
0,138;0,482
0,032;0,439
0,043;0,869
0,617;0,452
0,651;0,727
0,222;0,108
0,185;0,628
0,2;0,219
0,893;0,685
0,067;0,481
0,681;0,486
0,873;0,824
0,479;0,975
0,167;0,153
0,698;0,758
0,622;0,05
0,513;0,648
0,537;0,394
0,32;0,04
0,132;0,955
0,896;0,808
0,196;0,018
0,507;0,463
0,613;0,452
0,652;0,832
0,868;0,602
0,941;0,211
0,402;0,624
0,532;0,274
0,51;0,06
0,008;0,223
0,932;0,978
0,071;0,301
0,167;0,966
0,83;0,475
0,575;0,291
0,035;0,509
0,174;0,829
0,427;0,584
0,865;0,274
0,229;0,374
0,894;0,192
0,44;0,249
0,46;0,168
0,398;0,952
0,546;0,817
0,846;0,203
0,424;0,735
0,116;0,907
0,005;0,977
0,095;0,076
0,106;0,824
0,781;0,24
0,532;0,374
0,868;0,084
0,282;0,965
0,434;0,124
0,435;0,631
0,794;0,091
0,806;0,716
0,516;0,905
0,516;0,997
0,374;0,589
0,281;0,395
0,133;0,902
0,385;0,584
0,022;0,068
0,049;0,571
0,965;0,916
0,305;0,31
0,69;0,084
0,436;0,372
0,781;0,185
0,255;0,317
0,864;0,751
0,251;0,959
0,385;0,104
0,71;0,47
0,456;0,458
0,355;0,776
0,308;0,517
0,875;0,291
0,024;0,307
0,574;0,879
0,957;0,14
0,637;0,12
0,272;0,983
0,281;0,486
0,399;0,858
0,835;0,692
0,49;0,641
0,474;0,695
0,278;0,595
0,741;0,047
0,078;0,547
0,028;1
0,988;0,628
0,877;0,368
0,214;0,571
0,851;0,322
0,376;0,699
0,709;0,302
0,82;0,021
0,146;0,245
0,669;0,89
0,164;0,146
0,639;0,993
0,681;0,86
0,98;0,888
0,888;0,381
0,563;0,489
0,868;0,612
0,137;0,434
0,479;0,392
0,478;0,455
0,285;0,691
0,209;0,859
0,065;0,907
0,022;0,679
0,064;0,495
0,288;0,45
0,679;0,034
0,783;0,02
0,762;0,152
0,226;0,524
